Date,FIPS,Recip_County,Recip_State,Series_Complete_Yes,Series_Complete_Pop_Pct,pop
9/14/2022,42037,Columbia County,PA,"41,253",63.5,24467.67241
9/14/2022,16059,Lemhi County,ID,"3,865",48.1,12514.0665
9/14/2022,46085,Lyman County,SD,"2,575",68.1,41604.70588
9/14/2022,25009,Essex County,MA,"601,663",76.3,33430.73048
9/14/2022,42035,Clinton County,PA,"17,865",46.2,481585.7988
9/14/2022,22095,St. John the Baptist Parish,LA,"26,147",61,45678.73303
9/14/2022,39161,Van Wert County,OH,"12,524",44.3,27445.45455
9/14/2022,51640,Galax city,VA,"2,378",37.5,2529.411765
9/14/2022,48029,Bexar County,TX,"1,423,850",71.1,19200
9/14/2022,18081,Johnson County,IN,"96,426",61,46049.89154
9/14/2022,47059,Greene County,TN,"32,504",47.1,21905.56901
9/14/2022,17019,Champaign County,IL,"138,683",66.1,7508.152174
9/14/2022,31115,Loup County,NE,199,30,13627.11864
9/14/2022,29197,Schuyler County,MO,"1,275",27.4,234909.6154
9/14/2022,51127,New Kent County,VA,"12,093",52.4,74241.42157
9/14/2022,18095,Madison County,IN,"70,425",54.4,16336.73469
9/14/2022,36039,Greene County,NY,"30,121",63.8,25375.73964
9/14/2022,08059,Jefferson County,CO,"460,373",79,181566.2252
9/14/2022,40055,Greer County,OK,"2,144",37.5,14965.90909
9/14/2022,31095,Jefferson County,NE,"3,957",56.2,12400.45767
9/14/2022,37173,Swain County,NC,"8,631",60.5,4414.319249
9/14/2022,48235,Irion County,TX,"2,169",95,12891.15646
9/14/2022,37031,Carteret County,NC,"47,104",67.8,14587.7193
9/14/2022,28029,Copiah County,MS,"15,625",55.7,2004240.385
9/14/2022,20075,Hamilton County,KS,"1,069",42.1,11441.22658
9/14/2022,22039,Evangeline Parish,LA,"13,154",39.4,9597.560976
9/14/2022,29171,Putnam County,MO,"1,646",35.1,14647.54098
9/14/2022,06087,Santa Cruz County,CA,"218,873",80.1,1497174.165
9/14/2022,31165,Sioux County,NE,296,25.4,29890.13453
9/14/2022,17175,Stark County,IL,"2,899",54.3,55166.00791
9/14/2022,21001,Adair County,KY,"7,677",40,3450.980392
9/14/2022,13205,Mitchell County,GA,"10,678",48.8,887864.8649
9/14/2022,37063,Durham County,NC,"242,957",75.6,21563.53591
9/14/2022,27005,Becker County,MN,"19,126",55.6,39288.16794
9/14/2022,37059,Davie County,NC,"25,836",60.3,19368.71508
9/14/2022,31001,Adams County,NE,"13,491",43,5498.834499
9/14/2022,72133,Santa Isabel Municipio,PR,"16,059",75.7,19978.52761
9/14/2022,13111,Fannin County,GA,"11,217",42.8,5194.059406
9/14/2022,33011,Hillsborough County,NH,"273,672",65.6,2338.108883
9/14/2022,51035,Carroll County,VA,"9,958",33.4,1375.25355
9/14/2022,02275,Wrangell City and Borough,AK,"1,494",59.7,920.754717
9/14/2022,18079,Jennings County,IN,"11,701",42.2,34890.8046
9/14/2022,17023,Clark County,IL,"7,854",50.9,27658.53659
9/14/2022,72121,Sabana Grande Municipio,PR,"18,576",85.6,15547.61905
9/14/2022,01097,Mobile County,AL,"211,219",51.1,29825.5814
9/14/2022,13175,Laurens County,GA,"22,600",47.5,3527.835052
9/14/2022,36107,Tioga County,NY,"29,869",62,14669.37669
9/14/2022,40093,Major County,OK,"3,890",51,40386.24339
9/14/2022,13295,Walker County,GA,"29,760",42.7,46339.66245
9/14/2022,51111,Lunenburg County,VA,"6,177",50.6,15491.86992
9/14/2022,47113,Madison County,TN,"54,411",55.5,42533.33333
9/14/2022,51085,Hanover County,VA,"64,164",59.5,6202.360877
9/14/2022,36019,Clinton County,NY,"59,306",73.7,22486.35634
9/14/2022,27077,Lake of the Woods County,MN,"2,105",56.3,11517.35537
9/14/2022,42101,Philadelphia County,PA,"1,147,683",72.5,1848.101266
9/14/2022,02290,Yukon-Koyukuk Census Area,AK,"4,089",78.2,14237.56906
9/14/2022,26127,Oceana County,MI,"14,740",55.7,16224.82014
9/14/2022,21145,McCracken County,KY,"37,180",56.8,11323.1441
9/14/2022,72047,Corozal Municipio,PR,"27,094",83.9,298515.4639
9/14/2022,18067,Howard County,IN,"40,636",49.2,26191.35802
9/14/2022,27101,Murray County,MN,"4,552",55.6,32353.65854
9/14/2022,39145,Scioto County,OH,"38,587",51.2,7862.068966
9/14/2022,45015,Berkeley County,SC,"122,257",53.6,40439.60396
9/14/2022,48047,Brooks County,TX,"6,844",95,91996.80511
9/14/2022,05069,Jefferson County,AR,"31,787",47.6,27026.14379
9/14/2022,02185,North Slope Borough,AK,"3,922",39.9,26302.66344
9/14/2022,55091,Pepin County,WI,"3,675",50.4,4874.100719
9/14/2022,46053,Gregory County,SD,"2,188",52.3,11670.91837
9/14/2022,17123,Marshall County,IL,"6,637",58,26479.12886
9/14/2022,48139,Ellis County,TX,"101,152",54.7,21303.87931
9/14/2022,21237,Wolfe County,KY,"3,907",54.6,37010.20408
9/14/2022,55078,Menominee County,WI,"3,744",82.2,64968.42105
9/14/2022,12011,Broward County,FL,"1,419,297",72.7,15363.30935
9/14/2022,48257,Kaufman County,TX,"71,928",52.8,34874.70449
9/14/2022,28149,Warren County,MS,"26,724",58.9,66739.8568
9/14/2022,29165,Platte County,MO,"60,931",58.4,21910.71429
9/14/2022,25017,Middlesex County,MA,"1,320,155",81.9,37451.6129
9/14/2022,20171,Scott County,KS,"2,383",49.4,19727.73537
9/14/2022,42125,Washington County,PA,"135,927",65.7,57169.64286
9/14/2022,21161,Mason County,KY,"8,847",51.8,4557.553957
9/14/2022,47017,Carroll County,TN,"13,839",49.8,13980.65476
9/14/2022,40141,Tillman County,OK,"3,690",50.9,4886.297376
9/14/2022,50027,Windsor County,VT,"28,364",51.5,20148.23529
9/14/2022,38099,Walsh County,ND,"6,309",59.3,21281.31021
9/14/2022,17091,Kankakee County,IL,"58,516",53.3,18701.75439
9/14/2022,04027,Yuma County,AZ,"155,426",72.7,23402.67176
9/14/2022,01023,Choctaw County,AL,"8,530",67.8,136121.9512
9/14/2022,13103,Effingham County,GA,"25,258",39.3,19203.66133
9/14/2022,51735,Poquoson city,VA,"5,354",43.6,10912.5964
9/14/2022,27139,Scott County,MN,"105,512",70.8,18315.69665
9/14/2022,40043,Dewey County,OK,"1,259",25.7,124040.9483
9/14/2022,48311,McMullen County,TX,335,45.1,3956.521739
9/14/2022,47165,Sumner County,TN,"94,451",49.4,90933.57934
9/14/2022,28087,Lowndes County,MS,"30,637",52.3,8419.753086
9/14/2022,20069,Gray County,KS,"2,794",46.7,1762.820513
9/14/2022,21217,Taylor County,KY,"12,594",48.9,229335.8634
9/14/2022,38031,Foster County,ND,"1,769",55.1,161397.3881
9/14/2022,13113,Fayette County,GA,"72,538",63.4,131839.779
9/14/2022,44009,Washington County,RI,"101,266",80.6,3212.389381
9/14/2022,19013,Black Hawk County,IA,"80,660",61.5,12403.75587
9/14/2022,05137,Stone County,AR,"4,793",38.3,47201.18343
9/14/2022,32015,Lander County,NV,"2,263",40.9,46337.4613
9/14/2022,29005,Atchison County,MO,"2,951",57.4,119150
9/14/2022,51001,Accomack County,VA,"24,244",75,8819.861432
9/14/2022,29125,Maries County,MO,"3,875",44.6,126927.4809
9/14/2022,48243,Jeff Davis County,TX,"1,173",51.6,132940.5941
9/14/2022,55045,Green County,WI,"23,989",64.9,3518.394649
9/14/2022,21107,Hopkins County,KY,"23,573",52.8,319220.7792
9/14/2022,40005,Atoka County,OK,"5,117",37.2,61211.81556
9/14/2022,50013,Grand Isle County,VT,"6,036",83.4,56118.8455
9/14/2022,20067,Grant County,KS,"3,472",48.6,3616.402116
9/14/2022,40111,Okmulgee County,OK,"16,767",43.6,74476.95853
9/14/2022,26055,Grand Traverse County,MI,"62,923",67.6,521242.7056
9/14/2022,13241,Rabun County,GA,"8,036",46.9,39382.30088
9/14/2022,12103,Pinellas County,FL,"642,647",65.9,1780.936455
9/14/2022,48031,Blanco County,TX,"6,751",56.6,6956.756757
9/14/2022,17181,Union County,IL,"9,612",57.7,2962.389381
9/14/2022,13123,Gilmer County,GA,"13,033",41.5,206543.9189
9/14/2022,31175,Valley County,NE,"1,405",33.8,9865.196078
9/14/2022,01013,Butler County,AL,"7,839",40.3,19595.36542
9/14/2022,18043,Floyd County,IN,"46,094",58.7,15915.25424
9/14/2022,20091,Johnson County,KS,"475,607",79,853.968254
9/14/2022,37135,Orange County,NC,"125,844",84.8,68140
9/14/2022,12119,Sumter County,FL,"108,349",81.8,11553.57143
9/14/2022,19131,Mitchell County,IA,"5,234",49.4,23610.61947
9/14/2022,48293,Limestone County,TX,"8,764",37.4,601591.25
9/14/2022,18175,Washington County,IN,"11,604",41.4,167765.0485
9/14/2022,20071,Greeley County,KS,644,52.3,62782.54649
9/14/2022,48181,Grayson County,TX,"62,092",45.6,462.6865672
9/14/2022,21223,Trimble County,KY,"3,785",44.7,8493.251534
9/14/2022,46017,Buffalo County,SD,"1,251",63.8,239155.1155
9/14/2022,05125,Saline County,AR,"65,363",53.4,9136.894825
9/14/2022,32003,Clark County,NV,"1,336,387",59,20154.01302
9/14/2022,48037,Bowie County,TX,"37,385",40.1,123932.5
9/14/2022,45027,Clarendon County,SC,"16,949",50.2,55240.56604
9/14/2022,01125,Tuscaloosa County,AL,"93,503",44.7,2918.871252
9/14/2022,30019,Daniels County,MT,718,42.5,39935.08772
9/14/2022,19189,Winnebago County,IA,"5,509",53.2,65335.24904
9/14/2022,47087,Jackson County,TN,"4,210",35.7,5463.00716
9/14/2022,49025,Kane County,UT,"4,028",51.1,229634.4969
9/14/2022,47131,Obion County,TN,"12,934",43,26136.65944
9/14/2022,47015,Cannon County,TN,"4,834",32.9,32488.13559
9/14/2022,48263,Kent County,TX,287,37.7,15425.15924
9/14/2022,13029,Bryan County,GA,"21,764",54.9,2521.505376
9/14/2022,19187,Webster County,IA,"20,991",58.5,32900.62112
9/14/2022,40091,McIntosh County,OK,"10,806",55.1,13575.39683
9/14/2022,29119,McDonald County,MO,"7,829",34.3,31133.33333
9/14/2022,26001,Alcona County,MI,"6,123",58.8,19822.51082
9/14/2022,49005,Cache County,UT,"76,155",59.4,155345.191
9/14/2022,51113,Madison County,VA,"7,460",56.3,27337.99534
9/14/2022,40063,Hughes County,OK,"6,248",47.1,64993.73695
9/14/2022,19031,Cedar County,IA,"11,360",61,7146.596859
9/14/2022,39023,Clark County,OH,"71,904",53.6,537088.4451
9/14/2022,48497,Wise County,TX,"27,289",39,1405.759162
9/14/2022,27065,Kanabec County,MN,"7,136",43.7,42328.9225
9/14/2022,19159,Ringgold County,IA,"2,617",53.5,5973.684211
9/14/2022,53009,Clallam County,WA,"53,801",69.6,382027.027
9/14/2022,08005,Arapahoe County,CO,"457,976",69.8,107679.9337
9/14/2022,54061,Monongalia County,WV,"63,522",60.1,15121.875
9/14/2022,18075,Jay County,IN,"8,208",40.2,53096.21993
9/14/2022,31063,Frontier County,NE,748,28.5,193078.9474
9/14/2022,46069,Hyde County,SD,726,55.8,28557.62082
9/14/2022,13223,Paulding County,GA,"64,243",38.1,159177.2908
9/14/2022,48307,McCulloch County,TX,"3,053",38.2,25939.39394
9/14/2022,05015,Carroll County,AR,"13,957",49.2,107069.1057
9/14/2022,51013,Arlington County,VA,"173,474",73.2,58783.30373
9/14/2022,27157,Wabasha County,MN,"16,393",75.8,13828.57143
9/14/2022,27023,Chippewa County,MN,"6,471",54.8,153058.3333
9/14/2022,53053,Pierce County,WA,"606,103",67,14396.35535
9/14/2022,41061,Union County,OR,"13,478",50.2,82163.97229
9/14/2022,46091,Marshall County,SD,"2,660",53.9,16129.36345
9/14/2022,36085,Richmond County,NY,"359,112",75.4,7863.720074
9/14/2022,05057,Hempstead County,AR,"9,054",42,37030.66667
9/14/2022,08063,Kit Carson County,CO,"2,814",39.7,1987.951807
9/14/2022,48115,Dawson County,TX,"4,321",33.9,75133.68421
9/14/2022,48219,Hockley County,TX,"9,780",42.5,5590.460526
9/14/2022,48185,Grimes County,TX,"15,446",53.5,5528.391167
9/14/2022,47119,Maury County,TN,"63,290",65.7,16661.44201
9/14/2022,37159,Rowan County,NC,"66,300",46.7,9631.97026
9/14/2022,55077,Marquette County,WI,"8,466",54.4,919322.7586
9/14/2022,41013,Crook County,OR,"12,708",52.1,6964.848485
9/14/2022,31061,Franklin County,NE,"1,174",39.4,19571.19741
9/14/2022,19079,Hamilton County,IA,"9,533",64.5,39000
9/14/2022,51037,Charlotte County,VA,"4,589",38.6,33567.23164
9/14/2022,51193,Westmoreland County,VA,"8,234",45.7,21534.73684
9/14/2022,31021,Burt County,NE,"3,857",59.7,34224.20635
9/14/2022,46027,Clay County,SD,"9,880",70.2,433589.8491
9/14/2022,21111,Jefferson County,KY,"501,535",65.4,9425.925926
9/14/2022,26071,Iron County,MI,"6,270",56.7,33416.66667
9/14/2022,05025,Cleveland County,AR,"4,328",54.4,35529.34537
9/14/2022,37127,Nash County,NC,"57,373",60.8,31584.90566
9/14/2022,08051,Gunnison County,CO,"12,281",70.3,102954.0816
9/14/2022,46087,McCook County,SD,"3,300",59.1,27010.83032
9/14/2022,12053,Hernando County,FL,"108,413",55.9,1300
9/14/2022,26031,Cheboygan County,MI,"14,352",56.8,13773.10924
9/14/2022,22125,West Feliciana Parish,LA,"14,047",90.2,22405.47945
9/14/2022,05105,Perry County,AR,"5,581",53.4,5776.07362
9/14/2022,21227,Warren County,KY,"52,492",39.5,10098.59155
9/14/2022,18001,Adams County,IN,"12,249",34.2,40174.44219
9/14/2022,02170,Matanuska-Susitna Borough,AK,"45,051",41.6,2114.52514
9/14/2022,18073,Jasper County,IN,"16,578",49.4,57237.28814
9/14/2022,20187,Stanton County,KS,"1,041",51.9,16336.86441
9/14/2022,55057,Juneau County,WI,"14,635",54.8,23670.43847
9/14/2022,16035,Clearwater County,ID,"3,804",43.4,8115.311909
9/14/2022,48489,Willacy County,TX,"14,340",67.1,30926.16034
9/14/2022,02261,Valdez-Cordova Census Area,AK,"5,878",63.9,10671.42857
9/14/2022,45059,Laurens County,SC,"26,613",39.4,29086
9/14/2022,18181,White County,IN,"13,566",56.3,26558.64811
9/14/2022,48465,Val Verde County,TX,"34,042",69.4,8453.093812
9/14/2022,28089,Madison County,MS,"68,888",64.8,20660.23166
9/14/2022,41021,Gilliam County,OR,880,46,8099.47644
9/14/2022,51187,Warren County,VA,"15,028",37.4,2636146.538
9/14/2022,39085,Lake County,OH,"153,341",66.6,105803.5714
9/14/2022,54047,McDowell County,WV,"9,327",52.9,58386
9/14/2022,17087,Johnson County,IL,"6,558",52.8,12081.68317
9/14/2022,48023,Baylor County,TX,"1,436",40.9,48941.33697
9/14/2022,31163,Sherman County,NE,"1,209",40.3,487.4213836
9/14/2022,48067,Cass County,TX,"10,642",35.4,72601.51803
9/14/2022,36097,Schuyler County,NY,"11,307",63.5,627915.6328
9/14/2022,51093,Isle of Wight County,VA,"19,421",52.3,169591.9629
9/14/2022,20093,Kearny County,KS,"2,109",55,44502.4
9/14/2022,48229,Hudspeth County,TX,"3,274",67,12554.80607
9/14/2022,39115,Morgan County,OH,"6,318",43.5,14701.4218
9/14/2022,29057,Dade County,MO,"3,335",44.1,11149.76599
9/14/2022,16009,Benewah County,ID,"5,001",53.8,29741.33333
9/14/2022,21119,Knott County,KY,"7,198",48.6,98171.48362
9/14/2022,48387,Red River County,TX,"4,962",41.3,13228.40691
9/14/2022,21207,Russell County,KY,"8,367",46.7,81339.19156
9/14/2022,13119,Franklin County,GA,"8,575",36.7,22109.61969
9/14/2022,08107,Routt County,CO,"19,809",77.3,41145.76271
9/14/2022,32510,Carson City,NV,"36,735",65.7,144698.556
9/14/2022,21019,Boyd County,KY,"23,552",50.4,35678.24074
9/14/2022,33019,Sullivan County,NH,"27,641",64.1,101539.2857
9/14/2022,30031,Gallatin County,MT,"69,324",60.6,30263.77295
9/14/2022,18141,St. Joseph County,IN,"164,263",60.4,12725.91362
9/14/2022,36059,Nassau County,NY,"1,143,036",84.2,26257.71605
9/14/2022,47105,Loudon County,TN,"35,097",64.9,28565.85366
9/14/2022,72129,San Lorenzo Municipio,PR,"29,715",82.6,12222.64151
9/14/2022,46035,Davison County,SD,"12,815",64.8,8948.766603
9/14/2022,06065,Riverside County,CA,"1,500,051",60.7,310812
9/14/2022,17199,Williamson County,IL,"37,618",56.5,22919.52055
9/14/2022,47185,White County,TN,"11,803",43.2,55979.91071
9/14/2022,12086,Miami-Dade County,FL,"2,360,309",86.9,27031.34328
9/14/2022,55017,Chippewa County,WI,"37,416",57.9,14298.32936
9/14/2022,53007,Chelan County,WA,"55,273",71.6,2274.319066
9/14/2022,19127,Marshall County,IA,"26,587",67.5,24434.15638
9/14/2022,30091,Sheridan County,MT,"1,621",49,21217.6781
9/14/2022,25027,Worcester County,MA,"598,177",72,196261.0759
9/14/2022,21043,Carter County,KY,"13,415",50.1,234417.7489
9/14/2022,26077,Kalamazoo County,MI,"165,751",62.5,102371.4286
9/14/2022,22029,Concordia Parish,LA,"8,719",45.3,159506.647
9/14/2022,48367,Parker County,TX,"66,334",46.4,30004.16667
9/14/2022,06107,Tulare County,CA,"258,284",55.4,102791.5994
9/14/2022,04007,Gila County,AZ,"32,775",60.7,105667.2078
9/14/2022,21059,Daviess County,KY,"55,899",55.1,2180986.667
9/14/2022,16085,Valley County,ID,"7,214",63.3,26918.36735
9/14/2022,38055,McLean County,ND,"4,466",47.3,88641.50943
9/14/2022,13233,Polk County,GA,"16,894",39.6,4299.03537
9/14/2022,27039,Dodge County,MN,"12,854",61.4,18946.26866
9/14/2022,27135,Roseau County,MN,"7,994",52.7,812633.5329
9/14/2022,12131,Walton County,FL,"37,168",50.2,39628.11388
9/14/2022,48347,Nacogdoches County,TX,"30,103",46.2,66966.56535
9/14/2022,42003,Allegheny County,PA,"877,566",72.2,26700.14556
9/14/2022,56005,Campbell County,WY,"14,695",31.7,32413.38583
9/14/2022,18183,Whitley County,IN,"16,446",48.4,24812.22707
9/14/2022,27057,Hubbard County,MN,"10,372",48.3,59484.77157
9/14/2022,19105,Jones County,IA,"12,263",59.3,30505.35332
9/14/2022,51075,Goochland County,VA,"15,837",66.7,9314.236111
9/14/2022,51017,Bath County,VA,"1,816",43.8,88254.00458
9/14/2022,05073,Lafayette County,AR,"2,852",43.1,171604.8265
9/14/2022,51660,Harrisonburg city,VA,"20,168",38,805.1948052
9/14/2022,39041,Delaware County,OH,"160,901",76.9,15562.91391
9/14/2022,46105,Perkins County,SD,924,32.3,353015.4374
9/14/2022,19125,Marion County,IA,"17,899",53.8,4739.700375
9/14/2022,19117,Lucas County,IA,"3,947",45.9,6413.427562
9/14/2022,27091,Martin County,MN,"11,094",56.4,5437.022901
9/14/2022,02068,Denali Borough,AK,"1,150",54.8,23605.71429
9/14/2022,72027,Camuy Municipio,PR,"24,518",80.4,49629.98102
9/14/2022,31121,Merrick County,NE,"3,447",44.4,30740.22989
9/14/2022,18051,Gibson County,IN,"16,106",47.9,61602.3622
9/14/2022,30023,Deer Lodge County,MT,"5,402",59.1,516259.8967
9/14/2022,31155,Saunders County,NE,"11,625",53.9,466610.2418
9/14/2022,48503,Young County,TX,"7,439",41.3,114479.8061
9/14/2022,08069,Larimer County,CO,"247,906",69.5,37283.52941
9/14/2022,54077,Preston County,WV,"19,287",57.7,2152.623211
9/14/2022,18039,Elkhart County,IN,"92,239",44.7,15440
9/14/2022,13027,Brooks County,GA,"7,605",49.2,50522.41113
9/14/2022,30003,Big Horn County,MT,"12,201",91.6,1316162.202
9/14/2022,19167,Sioux County,IA,"14,792",42.4,176962.9057
9/14/2022,56015,Goshen County,WY,"5,417",41,45681.34715
9/14/2022,31077,Greeley County,NE,967,41,141841.4023
9/14/2022,01103,Morgan County,AL,"53,155",44.4,16634.72222
9/14/2022,47053,Gibson County,TN,"22,869",46.5,13809.21053
9/14/2022,33001,Belknap County,NH,"39,405",64.3,2228.690229
9/14/2022,37057,Davidson County,NC,"83,266",49.7,180678.4512
9/14/2022,51057,Essex County,VA,"5,065",46.2,209788.3598
9/14/2022,26151,Sanilac County,MI,"17,712",43,42402.31214
9/14/2022,29141,Morgan County,MO,"7,743",37.5,338127.6596
9/14/2022,55117,Sheboygan County,WI,"73,262",63.5,142738.3966
9/14/2022,17029,Coles County,IL,"23,773",47,12224.42244
9/14/2022,08065,Lake County,CO,"4,945",60.8,18293.30709
9/14/2022,02150,Kodiak Island Borough,AK,"8,605",66.2,31334.80176
9/14/2022,42131,Wyoming County,PA,"16,590",61.9,47917.18427
9/14/2022,51199,York County,VA,"46,580",68.2,1959.107807
9/14/2022,41011,Coos County,OR,"37,571",58.3,11034.67153
9/14/2022,13171,Lamar County,GA,"6,749",35.4,309886.8778
9/14/2022,53029,Island County,WA,"65,095",76.5,16684.9642
9/14/2022,45025,Chesterfield County,SC,"17,345",38,706904.5936
9/14/2022,53021,Franklin County,WA,"51,591",54.2,137706.8966
9/14/2022,42001,Adams County,PA,"58,847",57.1,7440.506329
9/14/2022,26025,Calhoun County,MI,"71,122",53,176819.788
9/14/2022,38015,Burleigh County,ND,"50,011",52.3,8070.607553
9/14/2022,21011,Bath County,KY,"6,861",54.9,55209.67742
9/14/2022,48175,Goliad County,TX,"3,223",42.1,6895.017794
9/14/2022,18159,Tipton County,IN,"7,072",46.7,278377.193
9/14/2022,13155,Irwin County,GA,"3,522",37.4,89363.63636
9/14/2022,31051,Dixon County,NE,"2,519",44.7,51311.37725
9/14/2022,55119,Taylor County,WI,"7,318",36,16536.94581
9/14/2022,37047,Columbus County,NC,"25,657",46.2,19276.23126
9/14/2022,28031,Covington County,MS,"10,473",56.2,168302.3649
9/14/2022,18105,Monroe County,IN,"90,026",60.7,881300
9/14/2022,37141,Pender County,NC,"34,238",54.3,21613.05361
9/14/2022,13229,Pierce County,GA,"6,640",34.1,18350.26738
9/14/2022,27099,Mower County,MN,"25,404",63.4,85517.4216
9/14/2022,56019,Johnson County,WY,"3,720",44,11080.71749
9/14/2022,12093,Okeechobee County,FL,"19,947",47.3,171034.8361
9/14/2022,28139,Tippah County,MS,"9,442",42.9,21354.22741
9/14/2022,05023,Cleburne County,AR,"11,408",45.8,8682.86445
9/14/2022,29033,Carroll County,MO,"4,352",50.1,62729.68198
9/14/2022,21213,Simpson County,KY,"9,596",51.7,49217.74194
9/14/2022,18179,Wells County,IN,"12,157",43,658618.8925
9/14/2022,13191,McIntosh County,GA,"6,055",42.1,148997.2337
9/14/2022,39131,Pike County,OH,"12,752",45.9,15811.08597
9/14/2022,51775,Salem city,VA,"11,819",46.7,48207.54717
9/14/2022,22067,Morehouse Parish,LA,"11,662",46.9,127819.209
9/14/2022,21085,Grayson County,KY,"13,844",52.4,19666.07143
9/14/2022,20035,Cowley County,KS,"17,366",49.7,16159.73742
9/14/2022,21077,Gallatin County,KY,"3,709",41.8,13909.76331
9/14/2022,21045,Casey County,KY,"5,980",37,26301.92719
9/14/2022,08041,El Paso County,CO,"477,409",66.3,141980.6452
9/14/2022,45021,Cherokee County,SC,"20,054",35,70218.91892
9/14/2022,31149,Rock County,NE,521,38.4,16407.89474
9/14/2022,26143,Roscommon County,MI,"13,653",56.8,27756.98925
9/14/2022,02122,Kenai Peninsula Borough,AK,"28,952",49.3,66753.76884
9/14/2022,21185,Oldham County,KY,"39,009",58.4,33932.43243
9/14/2022,72054,Florida Municipio,PR,"10,372",91.6,192026.2069
9/14/2022,01061,Geneva County,AL,"10,743",40.9,5698.947368
9/14/2022,20081,Haskell County,KS,"1,593",40.1,15773.73737
9/14/2022,13277,Tift County,GA,"16,794",41.3,532451.5195
9/14/2022,19083,Hardin County,IA,"9,541",56.6,18057.08661
9/14/2022,21205,Rowan County,KY,"13,007",53.2,1993.75
9/14/2022,35039,Rio Arriba County,NM,"31,521",81,7041.763341
9/14/2022,34005,Burlington County,NJ,"340,816",76.5,294377.3842
9/14/2022,17167,Sangamon County,IL,"128,779",66.2,18228.91566
9/14/2022,48215,Hidalgo County,TX,"677,275",78,16332.58427
9/14/2022,40067,Jefferson County,OK,"2,538",42.3,16723.30097
9/14/2022,16047,Gooding County,ID,"6,863",45.2,374162.5207
9/14/2022,31169,Thayer County,NE,"2,424",48.5,38851.47059
9/14/2022,48245,Jefferson County,TX,"130,011",51.7,7822.34957
9/14/2022,44005,Newport County,RI,"63,195",77,283831.9605
9/14/2022,29107,Lafayette County,MO,"15,268",46.7,26734.78261
9/14/2022,47169,Trousdale County,TN,"4,222",37.4,89964.39628
9/14/2022,31179,Wayne County,NE,"3,969",42.3,68310.88825
9/14/2022,17157,Randolph County,IL,"16,796",52.8,696605.988
9/14/2022,13117,Forsyth County,GA,"131,800",54,27834.80176
9/14/2022,04009,Graham County,AZ,"25,410",65.4,55974.4898
9/14/2022,55063,La Crosse County,WI,"83,115",70.4,32283.33333
9/14/2022,28033,DeSoto County,MS,"104,793",56.7,115355.4869
9/14/2022,42071,Lancaster County,PA,"335,217",61.4,5706.989247
9/14/2022,01111,Randolph County,AL,"7,660",33.7,9188.976378
9/14/2022,37015,Bertie County,NC,"10,149",53.6,8502.608696
9/14/2022,35041,Roosevelt County,NM,"7,282",39.4,553043.8312
9/14/2022,30017,Custer County,MT,"5,125",44.9,78659.68586
9/14/2022,21155,Marion County,KY,"9,877",51.2,15554.2328
9/14/2022,12051,Hendry County,FL,"21,432",51,2215.568862
9/14/2022,31143,Polk County,NE,"2,199",42.2,10893.68771
9/14/2022,36123,Yates County,NY,"13,440",53.9,14075.75758
9/14/2022,18121,Parke County,IN,"6,999",41.3,40643.20786
9/14/2022,45037,Edgefield County,SC,"16,918",62.1,10431.60377
9/14/2022,36121,Wyoming County,NY,"20,903",52.4,28073.903
9/14/2022,26017,Bay County,MI,"59,669",57.9,20002.71739
9/14/2022,22091,St. Helena Parish,LA,"3,241",32,155015.1803
9/14/2022,26003,Alger County,MI,"5,766",63.3,26396.4497
9/14/2022,23025,Somerset County,ME,"31,999",63.4,16135.09749
9/14/2022,26019,Benzie County,MI,"11,303",63.6,109293.0781
9/14/2022,47133,Overton County,TN,"8,028",36.1,8604.301075
9/14/2022,29019,Boone County,MO,"114,272",63.3,20292.73504
9/14/2022,32017,Lincoln County,NV,"2,022",39,21436.47541
9/14/2022,46029,Codington County,SD,"15,899",56.8,5630.03096
9/14/2022,08045,Garfield County,CO,"39,465",65.7,1628189.507
9/14/2022,22043,Grant Parish,LA,"9,779",43.7,1047200.531
9/14/2022,55011,Buffalo County,WI,"6,657",51.1,47579.80456
9/14/2022,01003,Baldwin County,AL,"116,582",52.2,99457.55694
9/14/2022,27163,Washington County,MN,"188,577",71.9,136130.8725
9/14/2022,26085,Lake County,MI,"7,689",64.9,81229.37626
9/14/2022,19071,Fremont County,IA,"3,761",54,68280
9/14/2022,51119,Middlesex County,VA,"6,792",64.2,11943.26241
9/14/2022,51800,Suffolk city,VA,"50,070",54.4,32307.69231
9/14/2022,47003,Bedford County,TN,"21,936",44.1,15236.48649
9/14/2022,45091,York County,SC,"144,157",51.3,146235.5372
9/14/2022,28017,Chickasaw County,MS,"8,475",49.6,37119.04762
9/14/2022,13285,Troup County,GA,"26,319",37.6,8606.837607
9/14/2022,48177,Gonzales County,TX,"10,550",50.6,180456.3253
9/14/2022,13031,Bulloch County,GA,"27,877",35,19223.22775
9/14/2022,27007,Beltrami County,MN,"33,168",70.3,12755.59701
9/14/2022,28001,Adams County,MS,"17,282",56.3,26696.42857
9/14/2022,22057,Lafourche Parish,LA,"44,784",45.9,1471222.727
9/14/2022,05045,Faulkner County,AR,"66,120",52.5,32306.16302
9/14/2022,48057,Calhoun County,TX,"10,948",51.4,13954.54545
9/14/2022,55133,Waukesha County,WI,"287,868",71.2,909198.4925
9/14/2022,53025,Grant County,WA,"56,796",58.1,4920.159681
